layer,row,col,value
fc1,64,1,0.160102
fc1,64,2,0.251373
fc1,64,3,-0.00064925
fc1,64,4,0.0667475
fc1,64,5,-0.101533
fc1,64,6,-0.0356277
fc1,64,7,-0.210261
fc1,64,8,0.0148227
fc1,64,9,0.318043
fc1,64,10,0.274299
fc1,65,0,-0.0103413
fc1,65,1,-0.134682
fc1,65,2,-0.193308
fc1,65,3,-0.234924
fc1,65,4,0.086979
fc1,65,5,0.220739
fc1,65,6,-0.0683928
fc1,65,7,0.210222
fc1,65,8,0.0519442
fc1,65,9,0.0768752
fc1,65,10,0.0432885
fc1,66,0,-0.133322
fc1,66,1,0.13083
fc1,66,2,-0.0348
fc1,66,3,0.055386
fc1,66,4,0.0318725
fc1,66,5,-0.120172
fc1,66,6,-0.00051725
fc1,66,7,-0.2432
fc1,66,8,-0.169795
fc1,66,9,0.269707
fc1,66,10,-0.078197
fc1,67,0,0.176462
fc1,67,1,-0.200637
fc1,67,2,-0.226215
fc1,67,3,-0.026638
fc1,67,4,0.127838
fc1,67,5,-0.082768
fc1,67,6,-0.027575
fc1,67,7,0.149452
fc1,67,8,-0.00967375
fc1,67,9,-0.156888
fc1,67,10,-0.122855
fc1,68,0,-0.32996
fc1,68,1,0.110688
fc1,68,2,0.0585805
fc1,68,3,-0.028982
fc1,68,4,0.021559
fc1,68,5,-0.0073945
fc1,68,6,0.106736
fc1,68,7,-0.140297
fc1,68,8,0.149989
fc1,68,9,0.208697
fc1,68,10,0.214987
fc1,69,0,0.116263
fc1,69,1,-0.0943603
fc1,69,2,-0.0184785
fc1,69,3,-0.110376
fc1,69,4,-0.200839
fc1,69,5,-0.00375625
fc1,69,6,0.208465
fc1,69,7,0.046428
fc1,69,8,-0.0099625
fc1,69,9,-0.0170602
fc1,69,10,-0.18676
fc1,70,0,0.18942
fc1,70,1,0.0399395
fc1,70,2,0.192289
fc1,70,3,-0.0332155
fc1,70,4,-0.172422
fc1,70,5,-0.194032
fc1,70,6,-0.0944247
fc1,70,7,-0.163824
fc1,70,8,-0.255404
fc1,70,9,0.172958
fc1,70,10,0.111105
fc1,71,0,0.191965
fc1,71,1,-0.104996
fc1,71,2,0.191086
fc1,71,3,-0.122545
fc1,71,4,-0.202428
fc1,71,5,-0.174002
fc1,71,6,0.1923
fc1,71,7,0.256775
fc1,71,8,-0.00134425
fc1,71,9,-0.102493
fc1,71,10,-0.181133
fc1,72,0,0.0179398
fc1,72,1,0.119895
fc1,72,2,0.184237
fc1,72,3,-0.145938
fc1,72,4,0.284867
fc1,72,5,-0.195713
fc1,72,6,0.141695
fc1,72,7,0.146671
fc1,72,8,-0.0200928
fc1,72,9,0.0514187
fc1,72,10,-0.159737
fc1,73,0,0.249764
fc1,73,1,-0.101249
fc1,73,2,0.0056245
fc1,73,3,-0.110091
fc1,73,4,0.160989
fc1,73,5,0.139677
fc1,73,6,-0.0742167
fc1,73,7,-0.0213513
fc1,73,8,-0.0677803
fc1,73,9,-0.014911
fc1,73,10,-0.222344
fc1,74,0,-0.199419
fc1,74,1,-0.164328
fc1,74,2,-0.0175915
fc1,74,3,0.022805
fc1,74,4,-0.200676
fc1,74,5,-0.143412
fc1,74,6,-0.190431
fc1,74,7,-0.0873972
fc1,74,8,-0.0447632
fc1,74,9,-0.0345373
fc1,74,10,0.048868
fc1,75,0,-0.0721158
fc1,75,1,0.127841
fc1,75,2,-0.157899
fc1,75,3,0.0221865
fc1,75,4,0.336488
fc1,75,5,-0.134998
fc1,75,6,0.164044
fc1,75,7,0.0612855
fc1,75,8,0.12201
fc1,75,9,0.348123
fc1,75,10,-0.165728
fc1,76,0,-0.248893
fc1,76,1,0.1007
fc1,76,2,0.102015
fc1,76,3,-0.159943
fc1,76,4,-0.0160453
fc1,76,5,0.254109
fc1,76,6,0.208538
fc1,76,7,-0.174123
fc1,76,8,0.144045
fc1,76,9,0.0437232
